,Title,URL,main_body_hrefs,scripture,book_name,chapter_and_verse,chapter,scripture_type,quote_id
1720,Hail to the Brightness of Zionâs Glad Morning!,/study/manual/hymns/hail-to-the-brightness-of-zions-glad-morning?lang=eng,"2-ne/8.3,11?lang=eng#p3",2 Nephi 8:11,2 Nephi,"8:3,11",2 Nephi 8,SINGLE,1720
1721,Zion Stands with Hills Surrounded,/study/manual/hymns/zion-stands-with-hills-surrounded?lang=eng,1-ne/21.15?lang=eng#p15,1 Nephi 21:15,1 Nephi,21:15,1 Nephi 21,SINGLE,1721
1722,Zion Stands with Hills Surrounded,/study/manual/hymns/zion-stands-with-hills-surrounded?lang=eng,1-ne/20.10?lang=eng#p10,1 Nephi 20:10,1 Nephi,20:10,1 Nephi 20,SINGLE,1722
1723,"Beautiful Zion, Built Above",/study/manual/hymns/beautiful-zion-built-above?lang=eng,"rev/21.2,21-23?lang=eng#p2",Revelation 21:2,Revelation,"21:2,21-23",Revelation 21,SINGLE,1723
1724,Lead Me into Life Eternal,/study/manual/hymns/lead-me-into-life-eternal?lang=eng,ps/143.10?lang=eng#p10,Psalm 143:10,Psalm,143:10,Psalm 143,SINGLE,1724
1725,Lead Me into Life Eternal,/study/manual/hymns/lead-me-into-life-eternal?lang=eng,dc/42.61?lang=eng#p61,D&C 42:61,D&C,42:61,D&C 42,SINGLE,1725
1726,Glorious Things of Thee Are Spoken,/study/manual/hymns/glorious-things-of-thee-are-spoken?lang=eng,ps/87.3?lang=eng#p3,Psalm 87:3,Psalm,87:3,Psalm 87,SINGLE,1726
1727,We Will Sing of Zion,/study/manual/hymns/we-will-sing-of-zion?lang=eng,dc/97.21?lang=eng#p21,D&C 97:21,D&C,97:21,D&C 97,SINGLE,1727
1728,Glorious Things Are Sung of Zion,/study/manual/hymns/glorious-things-are-sung-of-zion?lang=eng,"moses/7.13,16-21,63-69?lang=eng#p13",Moses 7:13,Moses,"7:13,16-21,63-69",Moses 7,SINGLE,1728
1729,Glorious Things Are Sung of Zion,/study/manual/hymns/glorious-things-are-sung-of-zion?lang=eng,isa/52.8?lang=eng#p8,Isaiah 52:8,Isaiah,52:8,Isaiah 52,SINGLE,1729
1730,Adam-ondi-Ahman,/study/manual/hymns/adam-ondi-ahman?lang=eng,dc/116.1?lang=eng#p1,D&C 116:1,D&C,116:1,D&C 116,SINGLE,1730
1731,"Come, Thou Glorious Day of Promise",/study/manual/hymns/come-thou-glorious-day-of-promise?lang=eng,jer/31.10?lang=eng#p10,Jeremiah 31:10,Jeremiah,31:10,Jeremiah 31,SINGLE,1731
1732,The Day Dawn Is Breaking,/study/manual/hymns/the-day-dawn-is-breaking?lang=eng,dc/29.11?lang=eng#p11,D&C 29:11,D&C,29:11,D&C 29,SINGLE,1732
1733,The Day Dawn Is Breaking,/study/manual/hymns/the-day-dawn-is-breaking?lang=eng,dc/45.59?lang=eng#p59,D&C 45:59,D&C,45:59,D&C 45,SINGLE,1733
1734,Let Earthâs Inhabitants Rejoice,/study/manual/hymns/let-earths-inhabitants-rejoice?lang=eng,dc/29.11?lang=eng#p11,D&C 29:11,D&C,29:11,D&C 29,SINGLE,1734
1735,Softly Beams the Sacred Dawning,/study/manual/hymns/softly-beams-the-sacred-dawning?lang=eng,"dc/45.28,36-39,44?lang=eng#p28",D&C 45:28,D&C,"45:28,36-39,44",D&C 45,SINGLE,1735
1736,Softly Beams the Sacred Dawning,/study/manual/hymns/softly-beams-the-sacred-dawning?lang=eng,"dc/45.28,36-39,44?lang=eng#p28",D&C 45:44,D&C,"45:28,36-39,44",D&C 45,SINGLE,1736
1737,"Come, Ye Children of the Lord",/study/manual/hymns/come-ye-children-of-the-lord?lang=eng,"dc/133.25,33,56?lang=eng#p25",D&C 133:25,D&C,"133:25,33,56",D&C 133,SINGLE,1737
1738,"Come, Ye Children of the Lord",/study/manual/hymns/come-ye-children-of-the-lord?lang=eng,"dc/133.25,33,56?lang=eng#p25",D&C 133:33,D&C,"133:25,33,56",D&C 133,SINGLE,1738
1739,"Come, Ye Children of the Lord",/study/manual/hymns/come-ye-children-of-the-lord?lang=eng,"dc/133.25,33,56?lang=eng#p25",D&C 133:56,D&C,"133:25,33,56",D&C 133,SINGLE,1739
1740,"Come, O Thou King of Kings",/study/manual/hymns/come-o-thou-king-of-kings?lang=eng,"dc/45.39,44?lang=eng#p39",D&C 45:39,D&C,"45:39,44",D&C 45,SINGLE,1740
1741,"Come, O Thou King of Kings",/study/manual/hymns/come-o-thou-king-of-kings?lang=eng,"dc/45.39,44?lang=eng#p39",D&C 45:44,D&C,"45:39,44",D&C 45,SINGLE,1741
1742,"Come, O Thou King of Kings",/study/manual/hymns/come-o-thou-king-of-kings?lang=eng,isa/35.10?lang=eng#p10,Isaiah 35:10,Isaiah,35:10,Isaiah 35,SINGLE,1742
1743,Battle Hymn of the Republic,/study/manual/hymns/battle-hymn-of-the-republic?lang=eng,alma/5.50?lang=eng#p50,Alma 5:50,Alma,5:50,Alma 5,SINGLE,1743
1744,Raise Your Voices to the Lord,/study/manual/hymns/raise-your-voices-to-the-lord?lang=eng,ps/69.30?lang=eng#p30,Psalm 69:30,Psalm,69:30,Psalm 69,SINGLE,1744
1745,All Creatures of Our God and King,/study/manual/hymns/all-creatures-of-our-god-and-king?lang=eng,dc/128.23?lang=eng#p23,D&C 128:23,D&C,128:23,D&C 128,SINGLE,1745
1746,Great King of Heaven,/study/manual/hymns/great-king-of-heaven?lang=eng,ps/145.10?lang=eng#p10,Psalm 145:10,Psalm,145:10,Psalm 145,SINGLE,1746
1747,Great King of Heaven,/study/manual/hymns/great-king-of-heaven?lang=eng,dc/128.23?lang=eng#p23,D&C 128:23,D&C,128:23,D&C 128,SINGLE,1747
1748,On This Day of Joy and Gladness,/study/manual/hymns/on-this-day-of-joy-and-gladness?lang=eng,"alma/26.8,16?lang=eng#p8",Alma 26:8,Alma,"26:8,16",Alma 26,SINGLE,1748
1749,On This Day of Joy and Gladness,/study/manual/hymns/on-this-day-of-joy-and-gladness?lang=eng,"alma/26.8,16?lang=eng#p8",Alma 26:16,Alma,"26:8,16",Alma 26,SINGLE,1749
1750,"Come, All Ye Saints Who Dwell on Earth",/study/manual/hymns/come-all-ye-saints-who-dwell-on-earth?lang=eng,luke/9.23?lang=eng#p23,Luke 9:23,Luke,9:23,Luke 9,SINGLE,1750
1751,"Rejoice, the Lord Is King!",/study/manual/hymns/rejoice-the-lord-is-king?lang=eng,philip/4.4?lang=eng#p4,Philippians 4:4,Philippians,4:4,Philippians 4,SINGLE,1751
1752,"Rejoice, the Lord Is King!",/study/manual/hymns/rejoice-the-lord-is-king?lang=eng,ps/32.11?lang=eng#p11,Psalm 32:11,Psalm,32:11,Psalm 32,SINGLE,1752
1753,Sing Praise to Him,/study/manual/hymns/sing-praise-to-him?lang=eng,ps/104.33?lang=eng#p33,Psalm 104:33,Psalm,104:33,Psalm 104,SINGLE,1753
1754,With Songs of Praise,/study/manual/hymns/with-songs-of-praise?lang=eng,ps/30.4?lang=eng#p4,Psalm 30:4,Psalm,30:4,Psalm 30,SINGLE,1754
1755,With Songs of Praise,/study/manual/hymns/with-songs-of-praise?lang=eng,dc/25.12?lang=eng#p12,D&C 25:12,D&C,25:12,D&C 25,SINGLE,1755
1756,"Praise to the Lord, the Almighty",/study/manual/hymns/praise-to-the-lord-the-almighty?lang=eng,ps/23.6?lang=eng#p6,Psalm 23:6,Psalm,23:6,Psalm 23,SINGLE,1756
1757,Praise Ye the Lord,/study/manual/hymns/praise-ye-the-lord?lang=eng,2-ne/4.34?lang=eng#p34,2 Nephi 4:34,2 Nephi,4:34,2 Nephi 4,SINGLE,1757
1758,In Hymns of Praise,/study/manual/hymns/in-hymns-of-praise?lang=eng,1-chr/16.29?lang=eng#p29,1 Chronicles 16:29,1 Chronicles,16:29,1 Chronicles 16,SINGLE,1758
1759,"God of Our Fathers, We Come unto Thee",/study/manual/hymns/god-of-our-fathers-we-come-unto-thee?lang=eng,ps/119.10?lang=eng#p10,Psalm 119:10,Psalm,119:10,Psalm 119,SINGLE,1759
1760,"God of Our Fathers, We Come unto Thee",/study/manual/hymns/god-of-our-fathers-we-come-unto-thee?lang=eng,dc/14.7?lang=eng#p7,D&C 14:7,D&C,14:7,D&C 14,SINGLE,1760
1761,Great Is the Lord,/study/manual/hymns/great-is-the-lord?lang=eng,"ps/147.1,5?lang=eng#p1",Psalm 147:1,Psalm,"147:1,5",Psalm 147,SINGLE,1761
1762,Great Is the Lord,/study/manual/hymns/great-is-the-lord?lang=eng,"ps/147.1,5?lang=eng#p1",Psalm 147:5,Psalm,"147:1,5",Psalm 147,SINGLE,1762
1763,Great Is the Lord,/study/manual/hymns/great-is-the-lord?lang=eng,dc/128.19?lang=eng#p19,D&C 128:19,D&C,128:19,D&C 128,SINGLE,1763
1764,"God of Our Fathers, Whose Almighty Hand",/study/manual/hymns/god-of-our-fathers-whose-almighty-hand?lang=eng,ps/33.12?lang=eng#p12,Psalm 33:12,Psalm,33:12,Psalm 33,SINGLE,1764
1765,"God of Our Fathers, Whose Almighty Hand",/study/manual/hymns/god-of-our-fathers-whose-almighty-hand?lang=eng,ether/2.12?lang=eng#p12,Ether 2:12,Ether,2:12,Ether 2,SINGLE,1765
1766,"Press Forward, Saints",/study/manual/hymns/press-forward-saints?lang=eng,2-ne/31.20?lang=eng#p20,2 Nephi 31:20,2 Nephi,31:20,2 Nephi 31,SINGLE,1766
1767,"Press Forward, Saints",/study/manual/hymns/press-forward-saints?lang=eng,2-ne/31.20?lang=eng#p20,2 Nephi 31:20,2 Nephi,31:20,2 Nephi 31,SINGLE,1767
1768,"Guide Us, O Thou Great Jehovah",/study/manual/hymns/guide-us-o-thou-great-jehovah?lang=eng,dc/45.57?lang=eng#p57,D&C 45:57,D&C,45:57,D&C 45,SINGLE,1768
1769,Faith of Our Fathers,/study/manual/hymns/faith-of-our-fathers?lang=eng,1-tim/6.12?lang=eng#p12,1 Timothy 6:12,1 Timothy,6:12,1 Timothy 6,SINGLE,1769
1770,Faith of Our Fathers,/study/manual/hymns/faith-of-our-fathers?lang=eng,jude/1.3?lang=eng#p3,Jude 1:3,Jude,1:3,Jude 1,SINGLE,1770
1771,How Firm a Foundation,/study/manual/hymns/how-firm-a-foundation?lang=eng,isa/41.10?lang=eng#p10,Isaiah 41:10,Isaiah,41:10,Isaiah 41,SINGLE,1771
1772,How Firm a Foundation,/study/manual/hymns/how-firm-a-foundation?lang=eng,hel/5.12?lang=eng#p12,Helaman 5:12,Helaman,5:12,Helaman 5,SINGLE,1772
1773,God Is Love,/study/manual/hymns/god-is-love?lang=eng,moses/6.63?lang=eng#p63,Moses 6:63,Moses,6:63,Moses 6,SINGLE,1773
1774,The Lord Is My Light,/study/manual/hymns/the-lord-is-my-light?lang=eng,ps/27.1?lang=eng#p1,Psalm 27:1,Psalm,27:1,Psalm 27,SINGLE,1774
1775,The Lord Is My Light,/study/manual/hymns/the-lord-is-my-light?lang=eng,isa/12.2?lang=eng#p2,Isaiah 12:2,Isaiah,12:2,Isaiah 12,SINGLE,1775
1776,"Father, Thy Children to Thee Now Raise",/study/manual/hymns/father-thy-children-to-thee-now-raise?lang=eng,ps/13.6?lang=eng#p6,Psalm 13:6,Psalm,13:6,Psalm 13,SINGLE,1776
1777,"Father, Thy Children to Thee Now Raise",/study/manual/hymns/father-thy-children-to-thee-now-raise?lang=eng,dc/136.28?lang=eng#p28,D&C 136:28,D&C,136:28,D&C 136,SINGLE,1777
1778,Now Thank We All Our God,/study/manual/hymns/now-thank-we-all-our-god?lang=eng,alma/26.8?lang=eng#p8,Alma 26:8,Alma,26:8,Alma 26,SINGLE,1778
1779,"Dearest Children, God Is Near You",/study/manual/hymns/dearest-children-god-is-near-you?lang=eng,dc/41.1?lang=eng#p1,D&C 41:1,D&C,41:1,D&C 41,SINGLE,1779
1780,"Dearest Children, God Is Near You",/study/manual/hymns/dearest-children-god-is-near-you?lang=eng,dc/76.5?lang=eng#p5,D&C 76:5,D&C,76:5,D&C 76,SINGLE,1780
1781,"Lead, Kindly Light",/study/manual/hymns/lead-kindly-light?lang=eng,ps/43.3?lang=eng#p3,Psalm 43:3,Psalm,43:3,Psalm 43,SINGLE,1781
1782,I Need Thee Every Hour,/study/manual/hymns/i-need-thee-every-hour?lang=eng,ps/143.1?lang=eng#p1,Psalm 143:1,Psalm,143:1,Psalm 143,SINGLE,1782
1783,"Nearer, Dear Savior, to Thee",/study/manual/hymns/nearer-dear-savior-to-thee?lang=eng,dc/88.63?lang=eng#p63,D&C 88:63,D&C,88:63,D&C 88,SINGLE,1783
1784,"Nearer, My God, to Thee",/study/manual/hymns/nearer-my-god-to-thee?lang=eng,dc/88.63?lang=eng#p63,D&C 88:63,D&C,88:63,D&C 88,SINGLE,1784
1785,Guide Me to Thee,/study/manual/hymns/guide-me-to-thee?lang=eng,alma/38.9?lang=eng#p9,Alma 38:9,Alma,38:9,Alma 38,SINGLE,1785
1786,Guide Me to Thee,/study/manual/hymns/guide-me-to-thee?lang=eng,ps/48.14?lang=eng#p14,Psalm 48:14,Psalm,48:14,Psalm 48,SINGLE,1786
1787,"Jesus, Lover of My Soul",/study/manual/hymns/jesus-lover-of-my-soul?lang=eng,isa/25.4?lang=eng#p4,Isaiah 25:4,Isaiah,25:4,Isaiah 25,SINGLE,1787
1788,"Jesus, Savior, Pilot Me",/study/manual/hymns/jesus-savior-pilot-me?lang=eng,ps/48.14?lang=eng#p14,Psalm 48:14,Psalm,48:14,Psalm 48,SINGLE,1788
1789,God Speed the Right,/study/manual/hymns/god-speed-the-right?lang=eng,"alma/27.27,30?lang=eng#p27",Alma 27:27,Alma,"27:27,30",Alma 27,SINGLE,1789
1790,God Speed the Right,/study/manual/hymns/god-speed-the-right?lang=eng,"alma/27.27,30?lang=eng#p27",Alma 27:30,Alma,"27:27,30",Alma 27,SINGLE,1790
1791,"Lord, Accept Our True Devotion",/study/manual/hymns/lord-accept-our-true-devotion?lang=eng,dc/59.23?lang=eng#p23,D&C 59:23,D&C,59:23,D&C 59,SINGLE,1791
1792,The Lord My Pasture Will Prepare,/study/manual/hymns/the-lord-my-pasture-will-prepare?lang=eng,isa/40.11?lang=eng#p11,Isaiah 40:11,Isaiah,40:11,Isaiah 40,SINGLE,1792
1793,Cast Thy Burden upon the Lord,/study/manual/hymns/cast-thy-burden-upon-the-lord?lang=eng,ps/55.22?lang=eng#p22,Psalm 55:22,Psalm,55:22,Psalm 55,SINGLE,1793
1794,Cast Thy Burden upon the Lord,/study/manual/hymns/cast-thy-burden-upon-the-lord?lang=eng,ps/25.3?lang=eng#p3,Psalm 25:3,Psalm,25:3,Psalm 25,SINGLE,1794
1795,"Savior, Redeemer of My Soul",/study/manual/hymns/savior-redeemer-of-my-soul?lang=eng,2-ne/1.15?lang=eng#p15,2 Nephi 1:15,2 Nephi,1:15,2 Nephi 1,SINGLE,1795
1796,"Savior, Redeemer of My Soul",/study/manual/hymns/savior-redeemer-of-my-soul?lang=eng,dc/95.1?lang=eng#p1,D&C 95:1,D&C,95:1,D&C 95,SINGLE,1796
1797,Come unto Him,/study/manual/hymns/come-unto-him?lang=eng,"ps/55.16-17,22?lang=eng#p16",Psalm 55:22,Psalm,"55:16-17,22",Psalm 55,SINGLE,1797
1798,"Come, Ye Disconsolate",/study/manual/hymns/come-ye-disconsolate?lang=eng,dc/136.29?lang=eng#p29,D&C 136:29,D&C,136:29,D&C 136,SINGLE,1798
1799,"Come, Ye Disconsolate",/study/manual/hymns/come-ye-disconsolate?lang=eng,heb/4.16?lang=eng#p16,Hebrews 4:16,Hebrews,4:16,Hebrews 4,SINGLE,1799
1800,"Come, Follow Me",/study/manual/hymns/come-follow-me?lang=eng,matt/4.19?lang=eng#p19,Matthew 4:19,Matthew,4:19,Matthew 4,SINGLE,1800
1801,Come unto Jesus,/study/manual/hymns/come-unto-jesus?lang=eng,2-ne/26.33?lang=eng#p33,2 Nephi 26:33,2 Nephi,26:33,2 Nephi 26,SINGLE,1801
1802,"Come, We That Love the Lord",/study/manual/hymns/come-we-that-love-the-lord?lang=eng,isa/12.5?lang=eng#p5,Isaiah 12:5,Isaiah,12:5,Isaiah 12,SINGLE,1802
1803,"Come, We That Love the Lord",/study/manual/hymns/come-we-that-love-the-lord?lang=eng,rom/8.28?lang=eng#p28,Romans 8:28,Romans,8:28,Romans 8,SINGLE,1803
1804,Lean on My Ample Arm,/study/manual/hymns/lean-on-my-ample-arm?lang=eng,3-ne/9.14?lang=eng#p14,3 Nephi 9:14,3 Nephi,9:14,3 Nephi 9,SINGLE,1804
1805,Though Deepening Trials,/study/manual/hymns/though-deepening-trials?lang=eng,john/16.33?lang=eng#p33,John 16:33,John,16:33,John 16,SINGLE,1805
1806,"Oh, May My Soul Commune with Thee",/study/manual/hymns/oh-may-my-soul-commune-with-thee?lang=eng,"dc/19.23,38?lang=eng#p23",D&C 19:23,D&C,"19:23,38",D&C 19,SINGLE,1806
1807,"Oh, May My Soul Commune with Thee",/study/manual/hymns/oh-may-my-soul-commune-with-thee?lang=eng,"dc/19.23,38?lang=eng#p23",D&C 19:38,D&C,"19:23,38",D&C 19,SINGLE,1807
1808,How Gentle Godâs Commands,/study/manual/hymns/how-gentle-gods-commands?lang=eng,1-jn/5.3?lang=eng#p3,1 John 5:3,1 John,5:3,1 John 5,SINGLE,1808
1809,How Gentle Godâs Commands,/study/manual/hymns/how-gentle-gods-commands?lang=eng,ps/55.22?lang=eng#p22,Psalm 55:22,Psalm,55:22,Psalm 55,SINGLE,1809
1810,Does the Journey Seem Long?,/study/manual/hymns/does-the-journey-seem-long?lang=eng,alma/36.3?lang=eng#p3,Alma 36:3,Alma,36:3,Alma 36,SINGLE,1810
1811,When Faith Endures,/study/manual/hymns/when-faith-endures?lang=eng,2-tim/1.7?lang=eng#p7,2 Timothy 1:7,2 Timothy,1:7,2 Timothy 1,SINGLE,1811
1812,Where Can I Turn for Peace?,/study/manual/hymns/where-can-i-turn-for-peace?lang=eng,john/14.27?lang=eng#p27,John 14:27,John,14:27,John 14,SINGLE,1812
1813,Where Can I Turn for Peace?,/study/manual/hymns/where-can-i-turn-for-peace?lang=eng,john/16.33?lang=eng#p33,John 16:33,John,16:33,John 16,SINGLE,1813
1814,Be Thou Humble,/study/manual/hymns/be-thou-humble?lang=eng,dc/112.10?lang=eng#p10,D&C 112:10,D&C,112:10,D&C 112,SINGLE,1814
1815,Be Thou Humble,/study/manual/hymns/be-thou-humble?lang=eng,ether/12.27?lang=eng#p27,Ether 12:27,Ether,12:27,Ether 12,SINGLE,1815
1816,More Holiness Give Me,/study/manual/hymns/more-holiness-give-me?lang=eng,3-ne/12.48?lang=eng#p48,3 Nephi 12:48,3 Nephi,12:48,3 Nephi 12,SINGLE,1816
1817,More Holiness Give Me,/study/manual/hymns/more-holiness-give-me?lang=eng,3-ne/27.27?lang=eng#p27,3 Nephi 27:27,3 Nephi,27:27,3 Nephi 27,SINGLE,1817
1818,Father in Heaven,/study/manual/hymns/father-in-heaven?lang=eng,ps/29.11?lang=eng#p11,Psalm 29:11,Psalm,29:11,Psalm 29,SINGLE,1818
1819,Father in Heaven,/study/manual/hymns/father-in-heaven?lang=eng,john/14.27?lang=eng#p27,John 14:27,John,14:27,John 14,SINGLE,1819
1820,I Believe in Christ,/study/manual/hymns/i-believe-in-christ?lang=eng,"2-ne/25.23,26,29?lang=eng#p23",2 Nephi 25:23,2 Nephi,"25:23,26,29",2 Nephi 25,SINGLE,1820
1821,I Believe in Christ,/study/manual/hymns/i-believe-in-christ?lang=eng,"2-ne/25.23,26,29?lang=eng#p23",2 Nephi 25:26,2 Nephi,"25:23,26,29",2 Nephi 25,SINGLE,1821
1822,I Believe in Christ,/study/manual/hymns/i-believe-in-christ?lang=eng,"2-ne/25.23,26,29?lang=eng#p23",2 Nephi 25:29,2 Nephi,"25:23,26,29",2 Nephi 25,SINGLE,1822
1823,My Redeemer Lives,/study/manual/hymns/my-redeemer-lives?lang=eng,job/19.25?lang=eng#p25,Job 19:25,Job,19:25,Job 19,SINGLE,1823
1824,I Know That My Redeemer Lives,/study/manual/hymns/i-know-that-my-redeemer-lives?lang=eng,job/19.25?lang=eng#p25,Job 19:25,Job,19:25,Job 19,SINGLE,1824
1825,In Fasting We Approach Thee,/study/manual/hymns/in-fasting-we-approach-thee?lang=eng,moro/6.5?lang=eng#p5,Moroni 6:5,Moroni,6:5,Moroni 6,SINGLE,1825
1826,Did You Think to Pray?,/study/manual/hymns/did-you-think-to-pray?lang=eng,"ps/5.3,12?lang=eng#p3",Psalm 5:3,Psalm,"5:3,12",Psalm 5,SINGLE,1826
1827,Did You Think to Pray?,/study/manual/hymns/did-you-think-to-pray?lang=eng,"ps/5.3,12?lang=eng#p3",Psalm 5:12,Psalm,"5:3,12",Psalm 5,SINGLE,1827
1828,"Jesus, the Very Thought of Thee",/study/manual/hymns/jesus-the-very-thought-of-thee?lang=eng,ps/104.34?lang=eng#p34,Psalm 104:34,Psalm,104:34,Psalm 104,SINGLE,1828
1829,"Jesus, the Very Thought of Thee",/study/manual/hymns/jesus-the-very-thought-of-thee?lang=eng,enos/1.27?lang=eng#p27,Enos 1:27,Enos,1:27,Enos 1,SINGLE,1829
1830,Sweet Hour of Prayer,/study/manual/hymns/sweet-hour-of-prayer?lang=eng,"ps/55.16-17,22?lang=eng#p16",Psalm 55:22,Psalm,"55:16-17,22",Psalm 55,SINGLE,1830
1831,Secret Prayer,/study/manual/hymns/secret-prayer?lang=eng,matt/6.6?lang=eng#p6,Matthew 6:6,Matthew,6:6,Matthew 6,SINGLE,1831
1832,Prayer Is the Soulâs Sincere Desire,/study/manual/hymns/prayer-is-the-souls-sincere-desire?lang=eng,james/5.16?lang=eng#p16,James 5:16,James,5:16,James 5,SINGLE,1832
1833,Sweet Is the Work,/study/manual/hymns/sweet-is-the-work?lang=eng,enos/1.27?lang=eng#p27,Enos 1:27,Enos,1:27,Enos 1,SINGLE,1833
1834,As the Dew from Heaven Distilling,/study/manual/hymns/as-the-dew-from-heaven-distilling?lang=eng,deut/32.2?lang=eng#p2,Deuteronomy 32:2,Deuteronomy,32:2,Deuteronomy 32,SINGLE,1834
1835,O Thou Kind and Gracious Father,/study/manual/hymns/o-thou-kind-and-gracious-father?lang=eng,dc/42.29?lang=eng#p29,D&C 42:29,D&C,42:29,D&C 42,SINGLE,1835
1836,"We Meet, Dear Lord",/study/manual/hymns/we-meet-dear-lord?lang=eng,dc/68.29?lang=eng#p29,D&C 68:29,D&C,68:29,D&C 68,SINGLE,1836
1837,"We Meet, Dear Lord",/study/manual/hymns/we-meet-dear-lord?lang=eng,"mosiah/18.23,25?lang=eng#p23",Mosiah 18:23,Mosiah,"18:23,25",Mosiah 18,SINGLE,1837
1838,"We Meet, Dear Lord",/study/manual/hymns/we-meet-dear-lord?lang=eng,"mosiah/18.23,25?lang=eng#p23",Mosiah 18:25,Mosiah,"18:23,25",Mosiah 18,SINGLE,1838
1839,God Be with You Till We Meet Again,/study/manual/hymns/god-be-with-you-till-we-meet-again?lang=eng,2-thes/3.16?lang=eng#p16,2 Thessalonians 3:16,2 Thessalonians,3:16,2 Thessalonians 3,SINGLE,1839
1840,"Father, This Hour Has Been One of Joy",/study/manual/hymns/father-this-hour-has-been-one-of-joy?lang=eng,dc/11.13?lang=eng#p13,D&C 11:13,D&C,11:13,D&C 11,SINGLE,1840
1841,We Have Partaken of Thy Love,/study/manual/hymns/we-have-partaken-of-thy-love?lang=eng,"mosiah/4.11-13,26?lang=eng#p11",Mosiah 4:26,Mosiah,"4:11-13,26",Mosiah 4,SINGLE,1841
1842,Sing We Now at Parting,/study/manual/hymns/sing-we-now-at-parting?lang=eng,ps/147.1?lang=eng#p1,Psalm 147:1,Psalm,147:1,Psalm 147,SINGLE,1842
1843,Sing We Now at Parting,/study/manual/hymns/sing-we-now-at-parting?lang=eng,alma/26.8?lang=eng#p8,Alma 26:8,Alma,26:8,Alma 26,SINGLE,1843
1844,"Thy Spirit, Lord, Has Stirred Our Souls",/study/manual/hymns/thy-spirit-lord-has-stirred-our-souls?lang=eng,mosiah/5.2?lang=eng#p2,Mosiah 5:2,Mosiah,5:2,Mosiah 5,SINGLE,1844
1845,Now the Day Is Over,/study/manual/hymns/now-the-day-is-over?lang=eng,prov/3.24?lang=eng#p24,Proverbs 3:24,Proverbs,3:24,Proverbs 3,SINGLE,1845
1846,Now the Day Is Over,/study/manual/hymns/now-the-day-is-over?lang=eng,alma/37.37?lang=eng#p37,Alma 37:37,Alma,37:37,Alma 37,SINGLE,1846
1847,Softly Now the Light of Day,/study/manual/hymns/softly-now-the-light-of-day?lang=eng,alma/37.37?lang=eng#p37,Alma 37:37,Alma,37:37,Alma 37,SINGLE,1847
1848,The Lord Be with Us,/study/manual/hymns/the-lord-be-with-us?lang=eng,alma/34.27?lang=eng#p27,Alma 34:27,Alma,34:27,Alma 34,SINGLE,1848
1849,The Lord Be with Us,/study/manual/hymns/the-lord-be-with-us?lang=eng,alma/37.37?lang=eng#p37,Alma 37:37,Alma,37:37,Alma 37,SINGLE,1849
1850,"Lord, We Come before Thee Now",/study/manual/hymns/lord-we-come-before-thee-now?lang=eng,ether/3.2?lang=eng#p2,Ether 3:2,Ether,3:2,Ether 3,SINGLE,1850
1851,"Lord, We Come before Thee Now",/study/manual/hymns/lord-we-come-before-thee-now?lang=eng,deut/4.29?lang=eng#p29,Deuteronomy 4:29,Deuteronomy,4:29,Deuteronomy 4,SINGLE,1851
1852,"Lord, Dismiss Us with Thy Blessing",/study/manual/hymns/lord-dismiss-us-with-thy-blessing?lang=eng,dc/6.13?lang=eng#p13,D&C 6:13,D&C,6:13,D&C 6,SINGLE,1852
1853,"Great God, to Thee My Evening Song",/study/manual/hymns/great-god-to-thee-my-evening-song?lang=eng,alma/37.37?lang=eng#p37,Alma 37:37,Alma,37:37,Alma 37,SINGLE,1853
1854,Abide with Me!,/study/manual/hymns/abide-with-me?lang=eng,luke/24.29?lang=eng#p29,Luke 24:29,Luke,24:29,Luke 24,SINGLE,1854
1855,"Come, Let Us Sing an Evening Hymn",/study/manual/hymns/come-let-us-sing-an-evening-hymn?lang=eng,alma/26.8?lang=eng#p8,Alma 26:8,Alma,26:8,Alma 26,SINGLE,1855
1856,As the Shadows Fall,/study/manual/hymns/as-the-shadows-fall?lang=eng,3-ne/18.21?lang=eng#p21,3 Nephi 18:21,3 Nephi,18:21,3 Nephi 18,SINGLE,1856
1857,"In Humility, Our Savior",/study/manual/hymns/in-humility-our-savior?lang=eng,2-ne/2.7?lang=eng#p7,2 Nephi 2:7,2 Nephi,2:7,2 Nephi 2,SINGLE,1857
1858,"In Humility, Our Savior",/study/manual/hymns/in-humility-our-savior?lang=eng,dc/59.9?lang=eng#p9,D&C 59:9,D&C,59:9,D&C 59,SINGLE,1858
1859,While of These Emblems We Partake,/study/manual/hymns/while-of-these-emblems-we-partake-saul?lang=eng,moro/6.6?lang=eng#p6,Moroni 6:6,Moroni,6:6,Moroni 6,SINGLE,1859
1860,While of These Emblems We Partake,/study/manual/hymns/while-of-these-emblems-we-partake-aeolian?lang=eng,dc/20.40?lang=eng#p40,D&C 20:40,D&C,20:40,D&C 20,SINGLE,1860
1861,While of These Emblems We Partake,/study/manual/hymns/while-of-these-emblems-we-partake-aeolian?lang=eng,"alma/5.19,21?lang=eng#p19",Alma 5:19,Alma,"5:19,21",Alma 5,SINGLE,1861
1862,While of These Emblems We Partake,/study/manual/hymns/while-of-these-emblems-we-partake-aeolian?lang=eng,"alma/5.19,21?lang=eng#p19",Alma 5:21,Alma,"5:19,21",Alma 5,SINGLE,1862
